"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"16","Montgomery County","004-001","08","17","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","1","1","0","0" 
"16","Montgomery County","004-001","08","17","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","3","8","9","2","3" 
"16","Montgomery County","004-001","08","17","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","2","19","10","2","6" 
"16","Montgomery County","004-001","08","17","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","27","65","37","7","15" 
"16","Montgomery County","004-001","08","17","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","33","90","88","10","29" 
"16","Montgomery County","004-001","08","17","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","0","1","3","2","0" 
"16","Montgomery County","004-001","08","17","Comptroller","","Timothy J. Adams","DEM","","19","54","44","7","8" 
"16","Montgomery County","004-001","08","17","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","63","159","160","23","58" 
"16","Montgomery County","004-001","08","17","Attorney General","","Anthony G. Brown","DEM","Y","42","105","79","17","29" 
"16","Montgomery County","004-001","08","17","Attorney General","","Katie Curran O'Malley","DEM","","39","116","129","11","38" 
"16","Montgomery County","004-001","08","17","U.S. Senator","","Michelle L. Smith","DEM","","7","36","12","6","5" 
"16","Montgomery County","004-001","08","17","U.S. Senator","","Chris Van Hollen","DEM","Y","75","198","199","23","64" 
"16","Montgomery County","004-001","08","17","U.S. Congress","08","Andalib Odulate","DEM","","5","24","11","2","6" 
"16","Montgomery County","004-001","08","17","U.S. Congress","08","Jamie Raskin","DEM","Y","76","211","200","24","63" 
"16","Montgomery County","004-001","08","17","State Senator","17","Cheryl C. Kagan","DEM","Y","76","199","180","20","53" 
"16","Montgomery County","004-001","08","17","House of Delegates","17","Kumar P. Barve","DEM","Y","67","147","154","17","50" 
"16","Montgomery County","004-001","08","17","House of Delegates","17","Joe De Maria","DEM","","19","71","54","8","18" 
"16","Montgomery County","004-001","08","17","House of Delegates","17","Julie Palakovich Carr","DEM","Y","70","174","160","20","58" 
"16","Montgomery County","004-001","08","17","House of Delegates","17","Joe Vogel","DEM","Y","54","152","147","15","40" 
"16","Montgomery County","004-001","08","17","County Executive","16","David T. Blair","DEM","","33","77","70","9","19" 
"16","Montgomery County","004-001","08","17","County Executive","16","Marc Elrich","DEM","Y","26","92","73","16","32" 
"16","Montgomery County","004-001","08","17","County Executive","16","Peter James","DEM","","1","2","6","1","1" 
"16","Montgomery County","004-001","08","17","County Executive","16","Hans Riemer","DEM","","21","63","60","5","18" 
"16","Montgomery County","004-001","08","17","County Council At Large","16","Gabe Albornoz","DEM","Y","43","105","120","13","30" 
"16","Montgomery County","004-001","08","17","County Council At Large","16","Brandy H. M. Brooks","DEM","","20","80","54","14","16" 
"16","Montgomery County","004-001","08","17","County Council At Large","16","Dana E. Gassaway","DEM","","15","44","37","8","4" 
"16","Montgomery County","004-001","08","17","County Council At Large","16","Evan Glass","DEM","Y","58","134","143","14","51" 
"16","Montgomery County","004-001","08","17","County Council At Large","16","Scott Evan Goldberg","DEM","","32","75","80","10","23" 
"16","Montgomery County","004-001","08","17","County Council At Large","16","Tom Hucker","DEM","","28","59","76","5","27" 
"16","Montgomery County","004-001","08","17","County Council At Large","16","Will Jawando","DEM","Y","51","126","104","16","49" 
"16","Montgomery County","004-001","08","17","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","39","111","96","18","27" 
"16","Montgomery County","004-001","08","17","County Council","003","Tiquia J. Bennett","DEM","","4","25","15","4","10" 
"16","Montgomery County","004-001","08","17","County Council","003","Sidney A. Katz","DEM","Y","54","140","122","14","33" 
"16","Montgomery County","004-001","08","17","County Council","003","Robert Wu","DEM","","20","48","65","6","23" 
"16","Montgomery County","004-001","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","53","130","132","17","35" 
"16","Montgomery County","004-001","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","56","137","154","13","43" 
"16","Montgomery County","004-001","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","57","126","146","16","42" 
"16","Montgomery County","004-001","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","17","57","40","8","15" 
"16","Montgomery County","004-001","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","58","130","138","11","43" 
"16","Montgomery County","004-001","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","34","105","68","14","29" 
"16","Montgomery County","004-001","08","17","State's Attorney","16","Tom DeGonia","DEM","","12","21","20","3","8" 
"16","Montgomery County","004-001","08","17","State's Attorney","16","John McCarthy","DEM","Y","37","84","119","11","24" 
"16","Montgomery County","004-001","08","17","State's Attorney","16","Bernice Mireku-North","DEM","","20","53","33","8","20" 
"16","Montgomery County","004-001","08","17","State's Attorney","16","Perry Paylor","DEM","","8","40","23","4","9" 
"16","Montgomery County","004-001","08","17","Clerk Circuit Court","16","Alan S. Bowser","DEM","","19","74","51","8","21" 
"16","Montgomery County","004-001","08","17","Clerk Circuit Court","16","Karen Bushell","DEM","Y","53","111","128","15","33" 
"16","Montgomery County","004-001","08","17","Register of Wills","16","Joseph M. Griffin","DEM","Y","72","177","163","23","49" 
"16","Montgomery County","004-001","08","17","Sheriff","16","Robert Bass","DEM","","34","107","71","10","19" 
"16","Montgomery County","004-001","08","17","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","37","86","116","13","37" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","45","96","92","14","27" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","51","106","122","16","27" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","39","83","88","17","28" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","33","91","90","15","12" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","34","89","76","7","17" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","26","57","52","14","19" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","40","94","103","16","27" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","44","98","114","14","27" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","32","101","102","10","26" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","37","102","111","16","29" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","39","75","100","14","26" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm","17","Matt Amon","DEM","","12","28","31","4","12" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm","17","Gloria Aparicio","DEM","","34","89","72","7","18" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm","17","Jennifer Guzman Hosey","DEM","Y","45","86","97","7","29" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm","17","James Metzler","DEM","","11","37","35","6","9" 
"16","Montgomery County","004-001","08","17","DEM Cent Comm","17","Jayson L. Spiegel","DEM","Y","21","43","50","5","7" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","4","8","1","0","2" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","1","4","0","4" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","15","20","37","5","7" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","7","19","16","2","8" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","0","0","0","0" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","2","11","4","2","1" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","10","21","14","1","1" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","12","62","52","6","15" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","58","142","168","12","37" 
"16","Montgomery County","004-002","08","17","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","1","1","1","0","1" 
"16","Montgomery County","004-002","08","17","Comptroller","","Timothy J. Adams","DEM","","17","37","45","1","12" 
"16","Montgomery County","004-002","08","17","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","85","224","242","25","55" 
"16","Montgomery County","004-002","08","17","Attorney General","","Anthony G. Brown","DEM","Y","37","107","90","11","21" 
"16","Montgomery County","004-002","08","17","Attorney General","","Katie Curran O'Malley","DEM","","70","164","198","18","54" 
"16","Montgomery County","004-002","08","17","U.S. Senator","","Michelle L. Smith","DEM","","2","20","11","4","8" 
"16","Montgomery County","004-002","08","17","U.S. Senator","","Chris Van Hollen","DEM","Y","106","263","291","25","70" 
"16","Montgomery County","004-002","08","17","U.S. Congress","08","Andalib Odulate","DEM","","1","12","7","4","4" 
"16","Montgomery County","004-002","08","17","U.S. Congress","08","Jamie Raskin","DEM","Y","109","271","291","25","73" 
"16","Montgomery County","004-002","08","17","State Senator","17","Cheryl C. Kagan","DEM","Y","92","246","262","22","62" 
"16","Montgomery County","004-002","08","17","House of Delegates","17","Kumar P. Barve","DEM","Y","74","191","218","23","50" 
"16","Montgomery County","004-002","08","17","House of Delegates","17","Joe De Maria","DEM","","41","79","71","8","24" 
"16","Montgomery County","004-002","08","17","House of Delegates","17","Julie Palakovich Carr","DEM","Y","88","213","243","19","56" 
"16","Montgomery County","004-002","08","17","House of Delegates","17","Joe Vogel","DEM","Y","70","168","191","16","42" 
"16","Montgomery County","004-002","08","17","County Executive","16","David T. Blair","DEM","","42","120","113","18","38" 
"16","Montgomery County","004-002","08","17","County Executive","16","Marc Elrich","DEM","Y","49","86","106","8","25" 
"16","Montgomery County","004-002","08","17","County Executive","16","Peter James","DEM","","0","2","1","0","2" 
"16","Montgomery County","004-002","08","17","County Executive","16","Hans Riemer","DEM","","19","73","73","4","12" 
"16","Montgomery County","004-002","08","17","County Council At Large","16","Gabe Albornoz","DEM","Y","55","146","170","17","41" 
"16","Montgomery County","004-002","08","17","County Council At Large","16","Brandy H. M. Brooks","DEM","","33","73","50","4","12" 
"16","Montgomery County","004-002","08","17","County Council At Large","16","Dana E. Gassaway","DEM","","15","49","33","2","12" 
"16","Montgomery County","004-002","08","17","County Council At Large","16","Evan Glass","DEM","Y","78","171","201","16","52" 
"16","Montgomery County","004-002","08","17","County Council At Large","16","Scott Evan Goldberg","DEM","","45","122","132","14","33" 
"16","Montgomery County","004-002","08","17","County Council At Large","16","Tom Hucker","DEM","","40","62","107","11","23" 
"16","Montgomery County","004-002","08","17","County Council At Large","16","Will Jawando","DEM","Y","63","145","165","15","46" 
"16","Montgomery County","004-002","08","17","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","53","120","134","11","27" 
"16","Montgomery County","004-002","08","17","County Council","003","Tiquia J. Bennett","DEM","","2","13","16","0","9" 
"16","Montgomery County","004-002","08","17","County Council","003","Sidney A. Katz","DEM","Y","76","166","193","17","47" 
"16","Montgomery County","004-002","08","17","County Council","003","Robert Wu","DEM","","23","81","72","5","15" 
"16","Montgomery County","004-002","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","76","185","199","18","43" 
"16","Montgomery County","004-002","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","78","199","215","16","52" 
"16","Montgomery County","004-002","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","75","198","228","14","47" 
"16","Montgomery County","004-002","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","17","35","33","3","15" 
"16","Montgomery County","004-002","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","71","186","220","17","52" 
"16","Montgomery County","004-002","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","46","83","72","8","21" 
"16","Montgomery County","004-002","08","17","State's Attorney","16","Tom DeGonia","DEM","","19","50","29","5","11" 
"16","Montgomery County","004-002","08","17","State's Attorney","16","John McCarthy","DEM","Y","54","114","170","18","35" 
"16","Montgomery County","004-002","08","17","State's Attorney","16","Bernice Mireku-North","DEM","","12","44","31","3","16" 
"16","Montgomery County","004-002","08","17","State's Attorney","16","Perry Paylor","DEM","","19","32","39","1","4" 
"16","Montgomery County","004-002","08","17","Clerk Circuit Court","16","Alan S. Bowser","DEM","","26","57","42","4","14" 
"16","Montgomery County","004-002","08","17","Clerk Circuit Court","16","Karen Bushell","DEM","Y","69","161","200","17","44" 
"16","Montgomery County","004-002","08","17","Register of Wills","16","Joseph M. Griffin","DEM","Y","83","219","228","20","56" 
"16","Montgomery County","004-002","08","17","Sheriff","16","Robert Bass","DEM","","48","86","78","8","21" 
"16","Montgomery County","004-002","08","17","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","41","129","171","17","39" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","41","122","102","6","27" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","67","123","103","10","34" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","52","91","90","8","26" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","52","100","88","7","19" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","42","134","111","8","23" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","25","78","55","3","14" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","51","118","119","11","24" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","56","101","125","7","24" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","44","104","105","8","27" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","56","134","123","6","27" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","46","81","98","6","20" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm","17","Matt Amon","DEM","","18","29","27","2","3" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm","17","Gloria Aparicio","DEM","","34","111","104","12","22" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm","17","Jennifer Guzman Hosey","DEM","Y","57","104","106","8","24" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm","17","James Metzler","DEM","","16","46","38","1","5" 
"16","Montgomery County","004-002","08","17","DEM Cent Comm","17","Jayson L. Spiegel","DEM","Y","21","45","45","3","15" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","3","5","11","0","3" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","1","7","3","2","1" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","7","26","51","2","5" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","8","19","24","0","6" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","4","1","0","0" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","4","7","9","1","4" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","10","26","33","5","9" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","39","84","91","8","20" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","61","184","265","20","52" 
"16","Montgomery County","004-003","08","17","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","1","2","2","0","1" 
"16","Montgomery County","004-003","08","17","Comptroller","","Timothy J. Adams","DEM","","22","45","54","6","15" 
"16","Montgomery County","004-003","08","17","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","101","300","411","30","76" 
"16","Montgomery County","004-003","08","17","Attorney General","","Anthony G. Brown","DEM","Y","58","118","161","15","32" 
"16","Montgomery County","004-003","08","17","Attorney General","","Katie Curran O'Malley","DEM","","71","234","329","21","62" 
"16","Montgomery County","004-003","08","17","U.S. Senator","","Michelle L. Smith","DEM","","9","36","30","4","8" 
"16","Montgomery County","004-003","08","17","U.S. Senator","","Chris Van Hollen","DEM","Y","124","329","465","32","93" 
"16","Montgomery County","004-003","08","17","U.S. Congress","08","Andalib Odulate","DEM","","7","25","22","4","7" 
"16","Montgomery County","004-003","08","17","U.S. Congress","08","Jamie Raskin","DEM","Y","125","342","473","34","94" 
"16","Montgomery County","004-003","08","17","State Senator","17","Cheryl C. Kagan","DEM","Y","116","323","430","31","92" 
"16","Montgomery County","004-003","08","17","House of Delegates","17","Kumar P. Barve","DEM","Y","106","246","359","28","73" 
"16","Montgomery County","004-003","08","17","House of Delegates","17","Joe De Maria","DEM","","38","110","123","6","26" 
"16","Montgomery County","004-003","08","17","House of Delegates","17","Julie Palakovich Carr","DEM","Y","111","281","403","30","81" 
"16","Montgomery County","004-003","08","17","House of Delegates","17","Joe Vogel","DEM","Y","92","237","335","17","66" 
"16","Montgomery County","004-003","08","17","County Executive","16","David T. Blair","DEM","","53","116","163","15","34" 
"16","Montgomery County","004-003","08","17","County Executive","16","Marc Elrich","DEM","Y","55","160","227","10","39" 
"16","Montgomery County","004-003","08","17","County Executive","16","Peter James","DEM","","3","10","2","0","2" 
"16","Montgomery County","004-003","08","17","County Executive","16","Hans Riemer","DEM","","23","82","102","13","23" 
"16","Montgomery County","004-003","08","17","County Council At Large","16","Gabe Albornoz","DEM","Y","68","186","269","14","55" 
"16","Montgomery County","004-003","08","17","County Council At Large","16","Brandy H. M. Brooks","DEM","","33","76","101","8","22" 
"16","Montgomery County","004-003","08","17","County Council At Large","16","Dana E. Gassaway","DEM","","20","49","43","6","9" 
"16","Montgomery County","004-003","08","17","County Council At Large","16","Evan Glass","DEM","Y","84","245","338","21","69" 
"16","Montgomery County","004-003","08","17","County Council At Large","16","Scott Evan Goldberg","DEM","","50","149","190","15","29" 
"16","Montgomery County","004-003","08","17","County Council At Large","16","Tom Hucker","DEM","","48","118","198","8","40" 
"16","Montgomery County","004-003","08","17","County Council At Large","16","Will Jawando","DEM","Y","81","207","296","24","57" 
"16","Montgomery County","004-003","08","17","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","61","161","184","13","46" 
"16","Montgomery County","004-003","08","17","County Council","003","Tiquia J. Bennett","DEM","","9","20","17","4","4" 
"16","Montgomery County","004-003","08","17","County Council","003","Sidney A. Katz","DEM","Y","88","213","325","18","57" 
"16","Montgomery County","004-003","08","17","County Council","003","Robert Wu","DEM","","31","120","126","13","28" 
"16","Montgomery County","004-003","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","78","241","340","26","59" 
"16","Montgomery County","004-003","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","92","243","344","27","69" 
"16","Montgomery County","004-003","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","97","261","351","27","69" 
"16","Montgomery County","004-003","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","17","46","60","6","13" 
"16","Montgomery County","004-003","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","91","251","350","27","68" 
"16","Montgomery County","004-003","08","17","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","42","95","107","11","27" 
"16","Montgomery County","004-003","08","17","State's Attorney","16","Tom DeGonia","DEM","","18","47","70","2","15" 
"16","Montgomery County","004-003","08","17","State's Attorney","16","John McCarthy","DEM","Y","77","166","263","14","48" 
"16","Montgomery County","004-003","08","17","State's Attorney","16","Bernice Mireku-North","DEM","","13","62","72","10","19" 
"16","Montgomery County","004-003","08","17","State's Attorney","16","Perry Paylor","DEM","","17","39","41","7","9" 
"16","Montgomery County","004-003","08","17","Clerk Circuit Court","16","Alan S. Bowser","DEM","","20","70","74","8","18" 
"16","Montgomery County","004-003","08","17","Clerk Circuit Court","16","Karen Bushell","DEM","Y","92","205","300","19","68" 
"16","Montgomery County","004-003","08","17","Register of Wills","16","Joseph M. Griffin","DEM","Y","111","285","370","32","83" 
"16","Montgomery County","004-003","08","17","Sheriff","16","Robert Bass","DEM","","39","108","132","11","24" 
"16","Montgomery County","004-003","08","17","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","72","156","251","19","62" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","59","137","173","20","43" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","62","135","203","14","41" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","51","98","155","14","36" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","53","112","138","10","27" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","56","135","166","16","37" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","35","72","102","10","24" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","51","139","208","18","42" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","48","121","193","11","39" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","44","126","161","15","39" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","64","143","178","17","50" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","38","108","175","8","35" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm","17","Matt Amon","DEM","","15","38","85","5","14" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm","17","Gloria Aparicio","DEM","","54","109","133","11","31" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm","17","Jennifer Guzman Hosey","DEM","Y","58","197","186","20","45" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm","17","James Metzler","DEM","","21","50","56","3","13" 
"16","Montgomery County","004-003","08","17","DEM Cent Comm","17","Jayson L. Spiegel","DEM","Y","17","40","65","6","14" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","0","9","6","1","0" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","4","2","0","1" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","9","29","15","1","16" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","0","12","3","0","8" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","5","1","0","0" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","1","13","4","1","1" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","4","15","9","5","12" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","10","46","13","8","20" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","12","90","75","16","72" 
"16","Montgomery County","004-004","08","18","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","1","1","2","0","0" 
"16","Montgomery County","004-004","08","18","Comptroller","","Timothy J. Adams","DEM","","2","41","13","6","26" 
"16","Montgomery County","004-004","08","18","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","33","163","113","24","104" 
"16","Montgomery County","004-004","08","18","Attorney General","","Anthony G. Brown","DEM","Y","14","93","45","10","39" 
"16","Montgomery County","004-004","08","18","Attorney General","","Katie Curran O'Malley","DEM","","23","119","81","22","88" 
"16","Montgomery County","004-004","08","18","U.S. Senator","","Michelle L. Smith","DEM","","5","34","13","5","11" 
"16","Montgomery County","004-004","08","18","U.S. Senator","","Chris Van Hollen","DEM","Y","32","190","123","27","123" 
"16","Montgomery County","004-004","08","18","U.S. Congress","08","Andalib Odulate","DEM","","3","24","10","5","5" 
"16","Montgomery County","004-004","08","18","U.S. Congress","08","Jamie Raskin","DEM","Y","33","198","126","26","129" 
"16","Montgomery County","004-004","08","18","State Senator","18","Max Socol","DEM","","10","102","38","15","58" 
"16","Montgomery County","004-004","08","18","State Senator","18","Jeff Waldstreicher","DEM","Y","23","104","82","13","68" 
"16","Montgomery County","004-004","08","18","House of Delegates","18","Aaron M. Kaufman","DEM","Y","28","161","94","19","103" 
"16","Montgomery County","004-004","08","18","House of Delegates","18","Emily Shetty","DEM","Y","28","174","104","23","100" 
"16","Montgomery County","004-004","08","18","House of Delegates","18","Jared Solomon","DEM","Y","28","165","103","20","99" 
"16","Montgomery County","004-004","08","18","County Executive","16","David T. Blair","DEM","","18","75","52","13","42" 
"16","Montgomery County","004-004","08","18","County Executive","16","Marc Elrich","DEM","Y","13","96","48","11","46" 
"16","Montgomery County","004-004","08","18","County Executive","16","Peter James","DEM","","1","6","1","1","3" 
"16","Montgomery County","004-004","08","18","County Executive","16","Hans Riemer","DEM","","5","43","27","6","41" 
"16","Montgomery County","004-004","08","18","County Council At Large","16","Gabe Albornoz","DEM","Y","18","100","87","16","80" 
"16","Montgomery County","004-004","08","18","County Council At Large","16","Brandy H. M. Brooks","DEM","","8","58","25","9","20" 
"16","Montgomery County","004-004","08","18","County Council At Large","16","Dana E. Gassaway","DEM","","5","58","19","6","9" 
"16","Montgomery County","004-004","08","18","County Council At Large","16","Evan Glass","DEM","Y","22","117","96","16","95" 
"16","Montgomery County","004-004","08","18","County Council At Large","16","Scott Evan Goldberg","DEM","","17","63","50","10","50" 
"16","Montgomery County","004-004","08","18","County Council At Large","16","Tom Hucker","DEM","","9","70","42","13","56" 
